age,gender,annual_income,caste,state,occupation,family_size,land_owned,has_bank_account,eligible
50,Female,173099,General,Rajasthan,Student,1,4.05,1,1
37,Other,608981,OBC,Tamil Nadu,Farmer,9,3.04,1,1
66,Male,158944,General,Andhra Pradesh,Salaried,6,6.82,0,0
29,Other,798943,OBC,Maharashtra,Self Employed,6,8.48,0,0
64,Other,781862,OBC,Andhra Pradesh,Farmer,9,6.94,0,0
18,Other,297572,General,Maharashtra,Salaried,1,9.32,1,0
43,Other,393615,OBC,Bihar,Small Business Owner,6,7.17,1,1
31,Male,620201,SC,Karnataka,Student,5,7.65,1,1
55,Female,247097,General,Gujarat,Unemployed,6,1.68,1,1
54,Male,662084,General,Karnataka,Daily Wage Worker,8,4.2,1,1
28,Male,338213,OBC,Andhra Pradesh,Small Business Owner,5,4.85,1,1
53,Male,134811,OBC,Karnataka,Unemployed,2,2.56,0,1
30,Female,240121,General,Rajasthan,Self Employed,2,5.29,0,1
60,Other,430172,SC,Bihar,Self Employed,5,2.91,1,1
20,Other,613466,OBC,West Bengal,Unemployed,3,6.88,1,1
50,Other,504151,OBC,Bihar,Small Business Owner,3,4.7,0,0
23,Female,591287,ST,Tamil Nadu,Unemployed,8,4.59,1,1
67,Other,505738,SC,Rajasthan,Salaried,7,9.84,1,0
73,Female,350856,SC,Karnataka,Farmer,1,3.92,1,1
27,Other,245623,General,West Bengal,Student,5,3.62,0,0
22,Other,745532,SC,Karnataka,Salaried,9,3.19,0,0
40,Male,345866,General,Madhya Pradesh,Daily Wage Worker,4,8.95,0,1
27,Female,248237,ST,Madhya Pradesh,Unemployed,1,4.97,1,1
61,Male,581147,SC,Uttar Pradesh,Daily Wage Worker,8,6.0,1,1
19,Male,685274,OBC,Bihar,Daily Wage Worker,5,1.81,1,1
30,Male,333983,ST,West Bengal,Salaried,2,5.41,1,1
57,Female,339360,General,Madhya Pradesh,Student,1,2.75,1,0
19,Female,527697,ST,Uttar Pradesh,Small Business Owner,3,7.31,1,1
37,Other,503809,General,Rajasthan,Self Employed,9,8.33,1,0
18,Male,99522,ST,West Bengal,Farmer,1,7.15,1,1
54,Other,280233,General,Uttar Pradesh,Self Employed,4,7.3,1,1
26,Male,448102,SC,Gujarat,Student,8,5.12,1,1
34,Female,423393,OBC,West Bengal,Self Employed,8,7.12,1,1
26,Female,57485,General,Andhra Pradesh,Unemployed,8,4.23,1,1
28,Female,474671,ST,Uttar Pradesh,Unemployed,8,6.51,0,1
32,Male,162701,General,Karnataka,Salaried,4,2.59,1,1
41,Female,257352,General,Andhra Pradesh,Daily Wage Worker,8,0.7,0,1
55,Male,676926,General,Gujarat,Student,9,4.13,1,0
72,Other,234514,ST,Madhya Pradesh,Student,7,4.62,1,1
52,Male,495093,OBC,Maharashtra,Self Employed,2,2.56,1,1
47,Other,667693,SC,Uttar Pradesh,Salaried,9,7.28,1,1
48,Male,260048,OBC,Rajasthan,Self Employed,8,0.74,1,1
66,Other,737069,General,Uttar Pradesh,Self Employed,5,2.23,1,0
22,Female,87019,ST,Maharashtra,Student,3,7.49,1,1
61,Other,311497,OBC,Gujarat,Self Employed,7,4.37,1,1
67,Female,639421,General,Gujarat,Daily Wage Worker,2,7.05,0,0
31,Female,771818,SC,Andhra Pradesh,Self Employed,3,5.67,1,1
70,Other,429747,SC,West Bengal,Daily Wage Worker,9,9.51,0,1
73,Male,208598,SC,Rajasthan,Student,4,5.98,1,1
28,Male,702873,General,Andhra Pradesh,Salaried,4,0.15,0,0
26,Male,495414,ST,Rajasthan,Unemployed,3,3.53,1,1
51,Male,542750,OBC,Rajasthan,Daily Wage Worker,5,1.43,1,1
29,Male,467247,SC,Maharashtra,Salaried,3,9.25,1,1
52,Female,518758,General,Andhra Pradesh,Salaried,9,1.04,1,0
52,Male,700102,General,Rajasthan,Daily Wage Worker,3,3.88,1,1
18,Female,424743,OBC,Tamil Nadu,Student,2,2.26,1,0
57,Female,75939,SC,Maharashtra,Farmer,5,8.47,1,1
39,Female,203939,General,Gujarat,Salaried,6,3.09,1,1
46,Other,665168,OBC,Maharashtra,Salaried,1,9.92,1,0
25,Other,578036,ST,Karnataka,Student,6,0.39,1,1
28,Female,286094,ST,Karnataka,Student,3,1.28,1,1
58,Other,429413,ST,Rajasthan,Self Employed,4,2.25,1,1
54,Male,201956,SC,Andhra Pradesh,Student,6,8.11,1,1
31,Male,206255,OBC,Gujarat,Salaried,8,8.79,0,1
47,Female,514462,OBC,Maharashtra,Daily Wage Worker,9,0.71,1,1
52,Male,724619,General,Andhra Pradesh,Farmer,6,0.32,0,0
38,Female,741319,General,Maharashtra,Small Business Owner,7,7.45,1,0
54,Female,476673,General,Maharashtra,Self Employed,5,1.33,1,1
22,Male,397823,OBC,Tamil Nadu,Small Business Owner,9,1.33,1,1
36,Other,175829,General,Karnataka,Daily Wage Worker,4,0.22,0,1
31,Male,178216,OBC,Maharashtra,Farmer,6,0.5,1,1
43,Male,640189,OBC,Tamil Nadu,Farmer,5,2.64,0,1
21,Female,225607,ST,Karnataka,Farmer,1,0.65,1,1
42,Female,459319,General,Tamil Nadu,Unemployed,5,3.69,1,1
62,Female,672334,ST,Andhra Pradesh,Daily Wage Worker,5,8.33,1,1
59,Female,402156,SC,West Bengal,Self Employed,9,3.26,1,1
42,Other,652566,SC,Karnataka,Self Employed,1,7.28,0,1
35,Other,324535,SC,Madhya Pradesh,Farmer,5,0.94,1,1
57,Other,152476,OBC,West Bengal,Daily Wage Worker,7,6.59,1,1
25,Female,432865,OBC,Andhra Pradesh,Unemployed,6,3.17,1,1
56,Female,671825,OBC,Maharashtra,Farmer,6,7.5,1,1
57,Female,231429,General,Gujarat,Student,7,1.36,1,1
31,Other,267980,ST,Andhra Pradesh,Small Business Owner,6,8.98,0,1
49,Female,553551,OBC,Tamil Nadu,Self Employed,5,2.43,1,1
68,Male,536675,ST,Tamil Nadu,Small Business Owner,5,3.53,1,1
55,Male,125403,ST,Tamil Nadu,Salaried,9,9.5,0,1
50,Female,638574,ST,Tamil Nadu,Farmer,8,5.78,1,1
40,Male,386986,General,Andhra Pradesh,Student,4,3.66,0,0
32,Male,154927,General,Gujarat,Self Employed,4,9.5,1,1
50,Other,535833,SC,Uttar Pradesh,Small Business Owner,5,3.29,1,1
42,Female,493842,SC,Tamil Nadu,Unemployed,3,0.95,0,1
34,Female,349372,ST,Uttar Pradesh,Daily Wage Worker,8,9.97,0,1
50,Other,73386,SC,Gujarat,Self Employed,7,2.68,0,1
64,Male,227826,ST,Gujarat,Small Business Owner,5,8.51,1,1
72,Male,554158,General,West Bengal,Daily Wage Worker,3,1.66,1,0
19,Female,340446,General,Karnataka,Small Business Owner,5,7.31,0,0
31,Male,372959,General,Madhya Pradesh,Daily Wage Worker,3,5.24,1,1
70,Other,302156,OBC,Rajasthan,Unemployed,5,9.81,1,1
57,Other,519450,ST,Madhya Pradesh,Unemployed,1,5.53,1,1
57,Female,373258,General,Andhra Pradesh,Farmer,6,0.25,1,1
68,Other,298724,ST,Rajasthan,Farmer,4,6.04,1,1
56,Other,251202,SC,Gujarat,Self Employed,4,1.45,1,1
68,Female,75525,SC,Madhya Pradesh,Unemployed,8,7.99,1,1
23,Other,129818,General,Bihar,Student,2,8.57,1,0
23,Other,164589,ST,Karnataka,Small Business Owner,4,4.82,1,1
20,Other,195406,General,Madhya Pradesh,Small Business Owner,2,7.83,1,1
24,Male,669003,SC,Karnataka,Small Business Owner,1,1.45,1,1
68,Female,243839,General,Uttar Pradesh,Self Employed,3,4.92,0,0
25,Female,413298,ST,Andhra Pradesh,Small Business Owner,8,3.94,0,1
59,Female,556453,SC,Karnataka,Salaried,6,6.11,0,0
69,Male,307438,OBC,Uttar Pradesh,Daily Wage Worker,7,0.44,1,1
32,Male,476903,SC,Tamil Nadu,Small Business Owner,2,7.52,1,1
64,Female,495872,OBC,Uttar Pradesh,Daily Wage Worker,6,0.79,1,1
46,Male,460591,General,Andhra Pradesh,Farmer,8,6.56,1,1
50,Female,557235,General,West Bengal,Small Business Owner,8,0.18,1,0
69,Male,563951,ST,Tamil Nadu,Student,4,8.32,0,0
47,Other,377350,OBC,Gujarat,Unemployed,6,1.75,1,1
56,Other,741967,General,Maharashtra,Unemployed,5,5.15,0,0
44,Female,657466,OBC,Uttar Pradesh,Farmer,9,2.61,0,1
53,Male,749746,General,Uttar Pradesh,Salaried,8,7.23,1,0
46,Male,489503,SC,Karnataka,Self Employed,2,3.21,1,1
55,Other,136724,General,Gujarat,Self Employed,7,7.25,1,1
74,Other,146393,ST,Madhya Pradesh,Student,7,2.85,1,1
50,Male,650600,SC,Bihar,Farmer,1,7.52,1,1
54,Male,645484,ST,Rajasthan,Farmer,1,0.31,1,1
44,Male,644302,SC,Uttar Pradesh,Salaried,4,2.83,1,1
72,Male,451426,OBC,Madhya Pradesh,Small Business Owner,5,4.99,1,1
50,Male,716282,ST,Bihar,Self Employed,4,0.45,1,1
21,Male,479505,General,Rajasthan,Small Business Owner,7,1.86,1,0
39,Female,572313,OBC,Maharashtra,Farmer,3,9.35,1,1
19,Male,83340,General,Karnataka,Small Business Owner,7,9.77,1,1
27,Other,351994,SC,Madhya Pradesh,Unemployed,8,7.4,1,1
22,Female,546915,SC,Karnataka,Student,6,2.52,1,0
27,Male,687999,General,Rajasthan,Self Employed,6,2.61,1,0
50,Other,789538,General,West Bengal,Salaried,8,6.46,1,0
71,Female,61094,OBC,Uttar Pradesh,Student,8,1.18,1,1
55,Other,685873,General,Tamil Nadu,Daily Wage Worker,7,9.48,1,1
30,Male,515590,ST,Bihar,Unemployed,6,2.25,0,1
48,Male,560491,ST,Gujarat,Salaried,6,10.0,1,1
64,Male,434708,General,Andhra Pradesh,Student,6,4.96,1,0
53,Male,118798,ST,Uttar Pradesh,Farmer,8,7.71,1,1
62,Female,251604,General,Tamil Nadu,Daily Wage Worker,1,0.02,1,1
41,Female,160130,OBC,Andhra Pradesh,Salaried,5,8.89,1,1
69,Other,740955,ST,Madhya Pradesh,Farmer,3,2.7,0,1
73,Male,80257,ST,Andhra Pradesh,Unemployed,8,6.68,0,1
32,Other,457427,General,Maharashtra,Daily Wage Worker,6,8.06,1,1
46,Female,102691,ST,Uttar Pradesh,Self Employed,2,1.64,1,1
25,Male,654056,SC,Karnataka,Farmer,7,4.43,1,1
22,Male,468829,OBC,West Bengal,Student,7,4.94,0,0
46,Female,588314,OBC,Gujarat,Small Business Owner,5,3.12,0,0
64,Female,799450,ST,Karnataka,Salaried,8,4.82,1,0
21,Female,343052,ST,Tamil Nadu,Daily Wage Worker,5,3.18,0,1
29,Female,593898,SC,Uttar Pradesh,Farmer,1,3.61,0,1
62,Female,227718,SC,West Bengal,Self Employed,9,6.69,1,1
19,Male,548357,ST,Andhra Pradesh,Small Business Owner,4,6.33,1,1
44,Female,375329,ST,Uttar Pradesh,Salaried,2,2.32,1,1
48,Male,228646,SC,Andhra Pradesh,Salaried,4,8.97,1,1
68,Male,568420,General,Madhya Pradesh,Farmer,9,8.63,1,0
68,Female,272123,SC,Maharashtra,Self Employed,2,5.09,1,1
53,Female,545236,General,Rajasthan,Unemployed,4,4.33,1,1
53,Male,541006,OBC,Uttar Pradesh,Small Business Owner,2,3.77,0,0
43,Female,593576,OBC,Tamil Nadu,Unemployed,5,7.07,1,1
60,Female,658713,SC,Andhra Pradesh,Daily Wage Worker,3,6.72,1,1
44,Female,50917,General,Karnataka,Farmer,2,1.96,0,1
22,Other,89104,SC,Madhya Pradesh,Small Business Owner,9,6.71,1,1
37,Male,723422,SC,Tamil Nadu,Daily Wage Worker,5,2.52,1,1
28,Other,329143,General,Gujarat,Unemployed,5,0.19,1,1
27,Female,312091,SC,Rajasthan,Small Business Owner,1,6.99,1,1
57,Other,505061,OBC,Madhya Pradesh,Salaried,6,6.45,1,0
55,Female,453157,ST,Maharashtra,Daily Wage Worker,7,4.11,1,1
23,Other,635457,ST,Rajasthan,Self Employed,1,5.26,1,1
25,Female,204542,SC,Andhra Pradesh,Student,9,9.47,1,1
40,Other,179744,General,Tamil Nadu,Unemployed,8,5.95,1,1
64,Other,109821,General,Gujarat,Unemployed,8,6.58,0,1
43,Other,267741,OBC,Bihar,Self Employed,7,0.64,1,1
63,Male,299265,General,Maharashtra,Small Business Owner,5,1.66,1,1
60,Other,487651,General,West Bengal,Small Business Owner,3,3.01,0,0
29,Male,447745,OBC,Andhra Pradesh,Small Business Owner,9,5.39,1,1
43,Female,264127,SC,Bihar,Daily Wage Worker,7,7.77,1,1
30,Other,324336,ST,Uttar Pradesh,Farmer,8,3.21,1,1
57,Female,386246,OBC,Gujarat,Salaried,6,3.56,0,0
35,Female,253834,SC,Karnataka,Student,5,2.56,1,1
42,Other,136795,OBC,West Bengal,Farmer,8,2.55,1,1
50,Male,215159,SC,Tamil Nadu,Farmer,3,9.49,1,1
64,Other,378821,OBC,Gujarat,Self Employed,7,6.35,0,0
57,Female,709987,SC,Rajasthan,Daily Wage Worker,2,1.56,1,1
60,Female,293877,OBC,Madhya Pradesh,Unemployed,3,7.22,1,1
29,Other,249298,SC,Rajasthan,Unemployed,2,7.22,1,1
61,Male,548843,OBC,Rajasthan,Self Employed,5,6.66,1,0
53,Male,762793,ST,Uttar Pradesh,Daily Wage Worker,7,1.35,1,1
65,Female,186285,ST,Maharashtra,Self Employed,1,4.08,1,1
21,Female,152412,General,Karnataka,Unemployed,9,1.07,1,1
22,Male,593692,SC,West Bengal,Farmer,1,8.17,1,1
73,Other,166545,OBC,Maharashtra,Salaried,1,6.55,1,1
54,Female,468596,SC,Gujarat,Small Business Owner,8,5.07,1,1
25,Male,272128,ST,Rajasthan,Daily Wage Worker,6,3.43,0,1
59,Female,724533,SC,Uttar Pradesh,Student,6,1.84,1,1
66,Other,758387,OBC,Gujarat,Student,9,1.06,1,0
45,Male,420250,SC,Madhya Pradesh,Farmer,4,9.69,0,1
48,Female,336663,OBC,Karnataka,Self Employed,8,2.0,1,1
26,Other,430714,ST,West Bengal,Self Employed,4,0.6,0,1
71,Female,64995,ST,Madhya Pradesh,Unemployed,2,9.62,1,1
68,Other,73559,ST,Uttar Pradesh,Farmer,8,5.49,1,1
46,Other,571244,General,Karnataka,Unemployed,7,7.97,1,1
31,Male,401193,ST,Gujarat,Unemployed,4,0.44,1,1
57,Other,448237,SC,Rajasthan,Student,9,5.67,1,1
58,Female,672288,General,Rajasthan,Unemployed,9,3.98,1,1
39,Other,726479,ST,Andhra Pradesh,Small Business Owner,8,7.72,1,1
28,Other,494755,SC,Rajasthan,Unemployed,1,0.38,1,1
40,Male,538051,SC,Bihar,Student,7,4.02,1,1
18,Other,489439,SC,Rajasthan,Small Business Owner,5,7.99,1,1
63,Other,75517,OBC,Bihar,Self Employed,7,5.23,1,1
54,Female,521869,General,Tamil Nadu,Daily Wage Worker,9,5.5,1,1
38,Male,465466,SC,Bihar,Salaried,2,0.97,1,1
43,Male,265558,OBC,Karnataka,Unemployed,4,1.32,1,1
63,Male,526111,ST,Madhya Pradesh,Small Business Owner,4,6.77,0,0
53,Other,534282,SC,Karnataka,Daily Wage Worker,2,6.75,1,1
71,Male,510014,OBC,Madhya Pradesh,Student,3,9.79,1,0
40,Other,497415,SC,Andhra Pradesh,Daily Wage Worker,8,7.12,1,1
74,Other,567039,General,Tamil Nadu,Salaried,9,4.93,1,0
18,Female,571396,General,Madhya Pradesh,Daily Wage Worker,6,8.57,1,0
71,Female,155686,ST,Madhya Pradesh,Small Business Owner,2,1.04,0,1
72,Female,662439,SC,Uttar Pradesh,Daily Wage Worker,2,4.49,1,1
68,Female,315471,OBC,Maharashtra,Daily Wage Worker,7,2.87,1,1
57,Female,694606,ST,Maharashtra,Daily Wage Worker,8,1.05,1,1
32,Other,769778,SC,Uttar Pradesh,Farmer,8,7.64,1,1
38,Other,537602,ST,Rajasthan,Unemployed,6,5.11,0,1
64,Male,748148,OBC,Uttar Pradesh,Student,8,5.57,1,0
26,Other,690233,ST,Madhya Pradesh,Salaried,1,4.11,1,1
70,Other,263456,ST,Madhya Pradesh,Student,9,4.6,1,1
26,Female,358974,ST,Uttar Pradesh,Farmer,1,1.16,1,1
27,Other,102446,SC,Uttar Pradesh,Farmer,3,6.73,1,1
69,Female,458376,OBC,Rajasthan,Small Business Owner,9,4.32,0,0
74,Male,761943,General,Karnataka,Farmer,5,8.17,1,0
70,Male,477214,SC,Tamil Nadu,Unemployed,9,1.96,1,1
43,Other,190148,General,Gujarat,Farmer,9,2.05,1,1
58,Male,643629,General,Madhya Pradesh,Daily Wage Worker,6,6.46,1,1
52,Other,81085,SC,Tamil Nadu,Student,1,8.46,1,1
69,Male,367715,SC,Uttar Pradesh,Self Employed,7,4.72,1,1
42,Female,457931,OBC,Rajasthan,Salaried,6,7.27,0,0
43,Female,574006,OBC,Bihar,Farmer,9,9.99,1,1
28,Female,440452,ST,Rajasthan,Student,7,9.9,0,1
55,Female,55750,General,West Bengal,Small Business Owner,4,7.44,1,1
19,Other,390912,OBC,West Bengal,Farmer,7,7.4,1,1
24,Male,561760,ST,Tamil Nadu,Unemployed,2,2.48,1,1
35,Other,85903,OBC,Maharashtra,Farmer,6,8.34,1,1
44,Female,253561,SC,West Bengal,Farmer,6,4.05,1,1
51,Other,665324,OBC,West Bengal,Farmer,2,9.62,1,1
44,Male,662242,General,Karnataka,Small Business Owner,4,0.81,1,0
34,Other,562493,OBC,Bihar,Farmer,8,4.36,1,1
60,Male,477530,General,Karnataka,Salaried,8,5.56,1,0
61,Other,491441,SC,Bihar,Student,8,4.05,1,1
68,Male,478395,General,Andhra Pradesh,Unemployed,8,2.11,1,1
71,Male,691593,OBC,Gujarat,Farmer,1,5.93,0,0
41,Female,555633,ST,Madhya Pradesh,Farmer,2,7.56,1,1
42,Male,468554,SC,West Bengal,Farmer,4,6.45,0,1
24,Female,535651,OBC,Madhya Pradesh,Farmer,9,2.34,1,1
69,Female,250753,SC,West Bengal,Daily Wage Worker,3,7.32,0,1
23,Female,82101,SC,Karnataka,Daily Wage Worker,6,2.57,0,1
70,Other,52775,OBC,Gujarat,Self Employed,7,1.75,1,1
41,Other,685785,OBC,Karnataka,Farmer,8,6.91,1,1
50,Other,540399,ST,Karnataka,Self Employed,7,8.43,1,1
66,Other,95619,SC,Bihar,Salaried,3,4.82,1,1
46,Male,302388,SC,Maharashtra,Self Employed,6,5.31,1,1
60,Male,462755,OBC,Rajasthan,Student,5,3.03,1,1
39,Other,115149,General,Tamil Nadu,Daily Wage Worker,4,4.95,1,1
43,Male,76616,OBC,Madhya Pradesh,Daily Wage Worker,1,1.32,1,1
45,Male,796055,SC,Andhra Pradesh,Farmer,7,9.56,1,1
67,Female,235639,OBC,West Bengal,Farmer,8,8.0,1,1
38,Female,742459,ST,Karnataka,Salaried,2,6.68,0,0
66,Female,256903,General,Maharashtra,Unemployed,7,5.38,1,1
24,Female,281318,OBC,Karnataka,Salaried,6,7.92,0,0
34,Male,402365,ST,Gujarat,Student,5,4.95,1,1
37,Other,337623,SC,Bihar,Farmer,4,3.0,1,1
58,Male,411309,OBC,Andhra Pradesh,Farmer,2,1.6,1,1
66,Male,105863,SC,Rajasthan,Salaried,6,6.48,1,1
37,Male,223115,ST,Gujarat,Salaried,5,9.29,1,1
71,Female,545654,SC,Uttar Pradesh,Salaried,2,1.54,1,0
39,Female,553323,ST,Andhra Pradesh,Daily Wage Worker,7,1.8,1,1
45,Female,458624,ST,Karnataka,Self Employed,6,4.34,1,1
57,Other,763340,ST,Gujarat,Self Employed,9,8.07,1,1
66,Male,328495,OBC,Rajasthan,Farmer,5,2.94,1,1
24,Other,185203,SC,Maharashtra,Daily Wage Worker,9,2.54,1,1
18,Female,297908,SC,Maharashtra,Salaried,9,6.2,1,1
49,Other,242003,General,Madhya Pradesh,Farmer,1,5.36,1,1
30,Male,547599,General,Rajasthan,Daily Wage Worker,5,0.6,1,1
47,Male,324597,General,Maharashtra,Student,9,0.81,1,0
40,Female,724174,General,Gujarat,Unemployed,7,6.43,1,1
68,Female,723623,SC,Madhya Pradesh,Daily Wage Worker,6,4.65,1,1
73,Other,651982,ST,Maharashtra,Small Business Owner,6,9.71,1,1
36,Female,590023,ST,Andhra Pradesh,Farmer,7,6.79,1,1
49,Female,750033,OBC,Bihar,Self Employed,1,0.1,1,1
47,Male,794822,ST,Uttar Pradesh,Small Business Owner,4,4.81,1,1
46,Female,619354,SC,Rajasthan,Salaried,1,4.14,1,1
66,Female,184445,SC,Gujarat,Unemployed,6,1.07,1,1
62,Male,453551,SC,West Bengal,Student,4,9.23,0,0
46,Male,619829,OBC,Karnataka,Unemployed,1,8.05,0,1
47,Other,215129,General,Gujarat,Unemployed,9,2.3,1,1
33,Female,641271,ST,Maharashtra,Daily Wage Worker,4,2.56,1,1
57,Male,724943,SC,Gujarat,Farmer,6,0.32,1,1
36,Other,203837,SC,West Bengal,Farmer,7,2.97,1,1
35,Other,764647,General,Karnataka,Unemployed,8,5.85,1,1
18,Female,785035,SC,Madhya Pradesh,Salaried,9,4.21,0,0
31,Female,227597,ST,Maharashtra,Farmer,9,9.69,1,1
68,Other,743590,OBC,Tamil Nadu,Unemployed,8,0.56,1,1
64,Male,462736,SC,Maharashtra,Farmer,3,5.91,1,1
67,Other,528454,ST,Uttar Pradesh,Salaried,2,8.58,0,0
19,Female,495150,SC,Tamil Nadu,Student,5,4.81,1,1
71,Male,337710,General,Uttar Pradesh,Small Business Owner,1,0.03,1,0
45,Male,546440,SC,West Bengal,Unemployed,3,2.43,1,1
66,Other,473350,SC,Rajasthan,Self Employed,1,3.24,1,1
67,Female,453561,OBC,Karnataka,Self Employed,3,9.66,1,1
47,Other,695303,General,Bihar,Unemployed,4,9.12,1,1
55,Other,222257,General,Madhya Pradesh,Daily Wage Worker,7,9.49,0,1
68,Other,274021,OBC,Bihar,Student,5,8.26,1,1
21,Male,705244,SC,Andhra Pradesh,Daily Wage Worker,5,3.52,1,1
18,Male,645032,ST,Andhra Pradesh,Small Business Owner,1,9.06,1,1
25,Female,345599,General,West Bengal,Self Employed,8,9.82,0,0
46,Female,558433,General,Rajasthan,Salaried,4,3.5,1,0
72,Other,366363,SC,Andhra Pradesh,Unemployed,5,2.61,0,1
56,Other,647904,SC,Maharashtra,Small Business Owner,2,5.47,0,1
20,Other,661726,General,Gujarat,Farmer,1,1.87,1,0
49,Female,166841,SC,Uttar Pradesh,Self Employed,9,0.33,1,1
27,Male,714846,ST,Andhra Pradesh,Student,2,9.46,0,0
27,Male,219934,General,West Bengal,Self Employed,6,9.26,0,1
36,Other,633158,ST,Uttar Pradesh,Student,1,1.63,1,1
63,Other,136694,ST,Maharashtra,Student,1,4.08,1,1
51,Other,287068,SC,Rajasthan,Unemployed,9,8.31,1,1
50,Other,151407,ST,Karnataka,Student,4,6.61,1,1
40,Female,543960,SC,Bihar,Daily Wage Worker,9,3.95,1,1
72,Male,605667,OBC,Maharashtra,Small Business Owner,5,7.44,0,0
45,Other,471594,SC,Madhya Pradesh,Salaried,7,8.97,0,1
49,Female,286500,ST,Tamil Nadu,Self Employed,1,9.26,1,1
67,Other,628641,OBC,West Bengal,Salaried,6,3.79,0,0
24,Other,755356,SC,Bihar,Small Business Owner,8,1.74,1,1
46,Male,261144,ST,Madhya Pradesh,Farmer,1,9.13,1,1
25,Other,640270,General,Karnataka,Small Business Owner,9,0.93,1,0
18,Male,86683,General,Madhya Pradesh,Self Employed,3,7.22,1,1
74,Male,164091,SC,Rajasthan,Salaried,1,1.4,1,1
72,Male,167797,SC,Tamil Nadu,Salaried,1,3.89,0,1
20,Female,460834,General,Uttar Pradesh,Unemployed,6,4.12,1,1
41,Female,580875,ST,Bihar,Unemployed,6,1.59,0,1
40,Male,374934,ST,Tamil Nadu,Small Business Owner,1,9.23,1,1
25,Other,343624,ST,Gujarat,Small Business Owner,3,0.03,1,1
71,Male,725887,SC,Maharashtra,Farmer,7,8.94,0,1
74,Other,335713,OBC,Gujarat,Student,3,8.84,1,0
64,Male,514310,OBC,Maharashtra,Self Employed,3,3.17,0,0
54,Other,240246,OBC,Rajasthan,Unemployed,3,7.04,1,1
20,Female,619027,OBC,Tamil Nadu,Self Employed,7,2.53,1,0
68,Other,607242,OBC,Karnataka,Farmer,4,7.59,0,0
50,Male,159373,SC,Andhra Pradesh,Unemployed,4,5.61,0,1
45,Female,608988,SC,Madhya Pradesh,Unemployed,3,3.0,1,1
64,Other,173728,OBC,Andhra Pradesh,Student,9,4.0,1,1
25,Other,645333,SC,Tamil Nadu,Self Employed,2,6.9,0,1
51,Other,481058,SC,Gujarat,Self Employed,4,9.06,1,1
52,Other,719260,OBC,Andhra Pradesh,Self Employed,8,1.31,1,1
49,Other,576169,ST,West Bengal,Student,6,5.71,0,0
41,Female,438227,SC,Andhra Pradesh,Unemployed,7,2.54,1,1
31,Female,138059,ST,Maharashtra,Farmer,7,8.01,1,1
49,Female,788854,SC,West Bengal,Self Employed,2,0.7,1,1
73,Female,492136,SC,Bihar,Salaried,4,6.89,1,1
63,Male,683676,OBC,Andhra Pradesh,Student,6,1.75,0,0
60,Female,248303,SC,West Bengal,Daily Wage Worker,3,5.96,1,1
33,Other,561162,General,Tamil Nadu,Farmer,9,8.36,1,1
21,Other,523573,General,Madhya Pradesh,Salaried,4,7.55,0,0
69,Female,315406,OBC,Bihar,Self Employed,2,7.53,0,0
54,Other,379125,ST,Karnataka,Daily Wage Worker,6,5.18,1,1
71,Female,131972,ST,Karnataka,Farmer,1,8.91,1,1
38,Other,387629,ST,Rajasthan,Student,6,5.88,1,1
31,Male,104722,General,Andhra Pradesh,Daily Wage Worker,1,9.18,1,1
48,Male,231890,ST,Madhya Pradesh,Unemployed,8,5.47,1,1
72,Female,319045,ST,Uttar Pradesh,Small Business Owner,5,5.06,1,1
65,Female,167473,OBC,West Bengal,Daily Wage Worker,6,2.22,0,1
35,Female,542239,ST,Bihar,Small Business Owner,2,5.45,1,1
24,Other,320741,General,Tamil Nadu,Salaried,2,1.41,1,0
27,Female,441775,General,Andhra Pradesh,Farmer,9,8.7,1,1
24,Male,573260,General,Tamil Nadu,Salaried,3,6.76,1,0
50,Other,789574,OBC,Uttar Pradesh,Salaried,6,9.94,1,0
40,Female,375437,OBC,Rajasthan,Self Employed,5,0.92,1,1
38,Other,206877,SC,Uttar Pradesh,Student,4,2.41,1,1
36,Other,534895,ST,Maharashtra,Daily Wage Worker,2,8.77,1,1
65,Female,586162,OBC,Gujarat,Farmer,8,3.95,1,1
36,Other,798425,General,Bihar,Unemployed,7,4.66,0,0
53,Male,493066,General,Gujarat,Student,2,8.61,1,0
46,Male,384923,OBC,Uttar Pradesh,Student,6,5.22,1,1
35,Other,669696,OBC,Rajasthan,Farmer,8,1.93,1,1
19,Female,694894,OBC,Rajasthan,Student,7,8.92,1,0
18,Other,170062,SC,Karnataka,Self Employed,1,0.31,1,1
64,Male,62100,General,Andhra Pradesh,Student,5,8.95,1,0
22,Other,369165,SC,Karnataka,Self Employed,2,0.51,1,1
37,Other,725160,SC,Bihar,Daily Wage Worker,6,6.66,1,1
28,Male,440270,ST,Bihar,Daily Wage Worker,7,0.72,1,1
59,Other,244472,General,Bihar,Salaried,7,7.06,1,1
19,Other,284196,General,Tamil Nadu,Self Employed,3,0.34,1,1
20,Female,257609,OBC,Karnataka,Unemployed,7,8.42,1,1
40,Female,725302,OBC,Tamil Nadu,Daily Wage Worker,5,4.66,1,1
72,Male,333006,ST,Gujarat,Student,8,0.93,1,1
29,Male,323813,SC,Andhra Pradesh,Farmer,8,7.07,0,1
37,Male,759132,OBC,Uttar Pradesh,Farmer,7,4.89,1,1
22,Female,323022,OBC,West Bengal,Small Business Owner,6,1.91,1,1
54,Male,541121,General,Karnataka,Self Employed,2,0.16,1,0
